villager,level,trade,base item,buy,demand,increase,price,trade_type
Mason,Journeyman,Emerald,Andesite,14,13,10,26,Player sells
Mason,Journeyman,Emerald,Andesite,15,14,11,27,Player sells
Mason,Journeyman,Emerald,Andesite,16,15,12,28,Player sells
Mason,Journeyman,Emerald,Diorite,1,0,0,16,Player sells
Mason,Journeyman,Emerald,Diorite,2,1,0,16,Player sells
Mason,Journeyman,Emerald,Diorite,3,2,1,17,Player sells
Mason,Journeyman,Emerald,Diorite,4,3,2,18,Player sells
Mason,Journeyman,Emerald,Diorite,5,4,3,19,Player sells
Mason,Journeyman,Emerald,Diorite,6,5,4,20,Player sells
Mason,Journeyman,Emerald,Diorite,7,6,4,20,Player sells
Mason,Journeyman,Emerald,Diorite,8,7,5,21,Player sells
Mason,Journeyman,Emerald,Diorite,9,8,6,22,Player sells
Mason,Journeyman,Emerald,Diorite,10,9,7,23,Player sells
Mason,Journeyman,Emerald,Diorite,11,10,8,24,Player sells
Mason,Journeyman,Emerald,Diorite,12,11,8,24,Player sells
Mason,Journeyman,Emerald,Diorite,13,12,9,25,Player sells
Mason,Journeyman,Emerald,Diorite,14,13,10,26,Player sells
Mason,Journeyman,Emerald,Diorite,15,14,11,27,Player sells
Mason,Journeyman,Emerald,Diorite,16,15,12,28,Player sells
Mason,Journeyman,Dripstone Block,Emerald,1,0,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,2,1,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,3,2,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,4,3,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,5,4,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,6,5,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,7,6,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,8,7,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,9,8,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,10,9,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,11,10,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,12,11,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,13,12,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,14,13,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,15,14,0,1,Player buys
Mason,Journeyman,Dripstone Block,Emerald,16,15,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,1,0,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,2,1,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,3,2,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,4,3,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,5,4,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,6,5,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,7,6,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,8,7,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,9,8,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,10,9,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,11,10,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,12,11,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,13,12,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,14,13,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,15,14,0,1,Player buys
Mason,Journeyman,Polished Andesite,Emerald,16,15,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,1,0,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,2,1,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,3,2,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,4,3,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,5,4,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,6,5,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,7,6,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,8,7,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,9,8,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,10,9,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,11,10,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,12,11,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,13,12,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,14,13,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,15,14,0,1,Player buys
Mason,Journeyman,Polished Diorite,Emerald,16,15,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,1,0,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,2,1,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,3,2,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,4,3,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,5,4,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,6,5,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,7,6,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,8,7,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,9,8,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,10,9,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,11,10,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,12,11,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,13,12,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,14,13,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,15,14,0,1,Player buys
Mason,Journeyman,Polished Granite,Emerald,16,15,0,1,Player buys
Mason,Expert,Emerald,Nether Quartz,1,0,0,12,Player sells
Mason,Expert,Emerald,Nether Quartz,2,1,0,12,Player sells
Mason,Expert,Emerald,Nether Quartz,3,2,1,13,Player sells
Mason,Expert,Emerald,Nether Quartz,4,3,1,13,Player sells
Mason,Expert,Emerald,Nether Quartz,5,4,2,14,Player sells
Mason,Expert,Emerald,Nether Quartz,6,5,3,15,Player sells
Mason,Expert,Emerald,Nether Quartz,7,6,3,15,Player sells
Mason,Expert,Emerald,Nether Quartz,8,7,4,16,Player sells
Mason,Expert,Emerald,Nether Quartz,9,8,4,16,Player sells
Mason,Expert,Emerald,Nether Quartz,10,9,5,17,Player sells
Mason,Expert,Emerald,Nether Quartz,11,10,6,18,Player sells
Mason,Expert,Emerald,Nether Quartz,12,11,6,18,Player sells
Mason,Expert,Stained Terracotta,Emerald,1,0,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,2,1,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,3,2,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,4,3,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,5,4,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,6,5,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,7,6,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,8,7,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,9,8,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,10,9,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,11,10,0,1,Player buys
Mason,Expert,Stained Terracotta,Emerald,12,11,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,1,0,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,2,1,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,3,2,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,4,3,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,5,4,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,6,5,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,7,6,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,8,7,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,9,8,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,10,9,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,11,10,0,1,Player buys
Mason,Expert,Glazed Terracotta,Emerald,12,11,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,1,0,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,2,1,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,3,2,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,4,3,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,5,4,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,6,5,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,7,6,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,8,7,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,9,8,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,10,9,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,11,10,0,1,Player buys
Mason,Master,Quartz Pillar,Emerald,12,11,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,1,0,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,2,1,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,3,2,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,4,3,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,5,4,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,6,5,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,7,6,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,8,7,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,9,8,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,10,9,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,11,10,0,1,Player buys
Mason,Master,Block of Quartz,Emerald,12,11,0,1,Player buys
Shepherd,Novice,Emerald,White Wool,1,0,0,18,Player sells
Shepherd,Novice,Emerald,White Wool,2,1,0,18,Player sells
Shepherd,Novice,Emerald,White Wool,3,2,1,19,Player sells
Shepherd,Novice,Emerald,White Wool,4,3,2,20,Player sells
Shepherd,Novice,Emerald,White Wool,5,4,3,21,Player sells
Shepherd,Novice,Emerald,White Wool,6,5,4,22,Player sells
Shepherd,Novice,Emerald,White Wool,7,6,5,23,Player sells
Shepherd,Novice,Emerald,White Wool,8,7,6,24,Player sells
Shepherd,Novice,Emerald,White Wool,9,8,7,25,Player sells
Shepherd,Novice,Emerald,White Wool,10,9,8,26,Player sells
Shepherd,Novice,Emerald,White Wool,11,10,9,27,Player sells
Shepherd,Novice,Emerald,White Wool,12,11,9,27,Player sells
Shepherd,Novice,Emerald,White Wool,13,12,10,28,Player sells
Shepherd,Novice,Emerald,White Wool,14,13,11,29,Player sells
Shepherd,Novice,Emerald,White Wool,15,14,12,30,Player sells
Shepherd,Novice,Emerald,White Wool,16,15,13,31,Player sells
Shepherd,Novice,Emerald,Brown Wool,1,0,0,18,Player sells
Shepherd,Novice,Emerald,Brown Wool,2,1,0,18,Player sells
Shepherd,Novice,Emerald,Brown Wool,3,2,1,19,Player sells
Shepherd,Novice,Emerald,Brown Wool,4,3,2,20,Player sells
Shepherd,Novice,Emerald,Brown Wool,5,4,3,21,Player sells
Shepherd,Novice,Emerald,Brown Wool,6,5,4,22,Player sells
Shepherd,Novice,Emerald,Brown Wool,7,6,5,23,Player sells
Shepherd,Novice,Emerald,Brown Wool,8,7,6,24,Player sells
Shepherd,Novice,Emerald,Brown Wool,9,8,7,25,Player sells
Shepherd,Novice,Emerald,Brown Wool,10,9,8,26,Player sells
Shepherd,Novice,Emerald,Brown Wool,11,10,9,27,Player sells
Shepherd,Novice,Emerald,Brown Wool,12,11,9,27,Player sells
Shepherd,Novice,Emerald,Brown Wool,13,12,10,28,Player sells
Shepherd,Novice,Emerald,Brown Wool,14,13,11,29,Player sells
Shepherd,Novice,Emerald,Brown Wool,15,14,12,30,Player sells
Shepherd,Novice,Emerald,Brown Wool,16,15,13,31,Player sells
Shepherd,Novice,Emerald,Black Wool,1,0,0,18,Player sells
Shepherd,Novice,Emerald,Black Wool,2,1,0,18,Player sells
Shepherd,Novice,Emerald,Black Wool,3,2,1,19,Player sells
Shepherd,Novice,Emerald,Black Wool,4,3,2,20,Player sells
Shepherd,Novice,Emerald,Black Wool,5,4,3,21,Player sells
Shepherd,Novice,Emerald,Black Wool,6,5,4,22,Player sells
Shepherd,Novice,Emerald,Black Wool,7,6,5,23,Player sells
Shepherd,Novice,Emerald,Black Wool,8,7,6,24,Player sells
Shepherd,Novice,Emerald,Black Wool,9,8,7,25,Player sells
Shepherd,Novice,Emerald,Black Wool,10,9,8,26,Player sells
Shepherd,Novice,Emerald,Black Wool,11,10,9,27,Player sells
Shepherd,Novice,Emerald,Black Wool,12,11,9,27,Player sells
Shepherd,Novice,Emerald,Black Wool,13,12,10,28,Player sells
Shepherd,Novice,Emerald,Black Wool,14,13,11,29,Player sells
Shepherd,Novice,Emerald,Black Wool,15,14,12,30,Player sells
Shepherd,Novice,Emerald,Black Wool,16,15,13,31,Player sells
Shepherd,Novice,Emerald,Gray Wool,1,0,0,18,Player sells
Shepherd,Novice,Emerald,Gray Wool,2,1,0,18,Player sells
Shepherd,Novice,Emerald,Gray Wool,3,2,1,19,Player sells
Shepherd,Novice,Emerald,Gray Wool,4,3,2,20,Player sells
Shepherd,Novice,Emerald,Gray Wool,5,4,3,21,Player sells
Shepherd,Novice,Emerald,Gray Wool,6,5,4,22,Player sells
Shepherd,Novice,Emerald,Gray Wool,7,6,5,23,Player sells
Shepherd,Novice,Emerald,Gray Wool,8,7,6,24,Player sells
Shepherd,Novice,Emerald,Gray Wool,9,8,7,25,Player sells
Shepherd,Novice,Emerald,Gray Wool,10,9,8,26,Player sells
Shepherd,Novice,Emerald,Gray Wool,11,10,9,27,Player sells
Shepherd,Novice,Emerald,Gray Wool,12,11,9,27,Player sells
Shepherd,Novice,Emerald,Gray Wool,13,12,10,28,Player sells
Shepherd,Novice,Emerald,Gray Wool,14,13,11,29,Player sells
Shepherd,Novice,Emerald,Gray Wool,15,14,12,30,Player sells
Shepherd,Novice,Emerald,Gray Wool,16,15,13,31,Player sells
Shepherd,Novice,Shears,Emerald,1,0,0,2,Player buys
Shepherd,Novice,Shears,Emerald,2,1,0,2,Player buys
Shepherd,Novice,Shears,Emerald,3,2,0,2,Player buys
Shepherd,Novice,Shears,Emerald,4,3,0,2,Player buys
Shepherd,Novice,Shears,Emerald,5,4,0,2,Player buys
Shepherd,Novice,Shears,Emerald,6,5,0,2,Player buys
Shepherd,Novice,Shears,Emerald,7,6,0,2,Player buys
Shepherd,Novice,Shears,Emerald,8,7,0,2,Player buys
Shepherd,Novice,Shears,Emerald,9,8,0,2,Player buys
Shepherd,Novice,Shears,Emerald,10,9,0,2,Player buys
Shepherd,Novice,Shears,Emerald,11,10,1,3,Player buys
Shepherd,Novice,Shears,Emerald,12,11,1,3,Player buys
Shepherd,Apprentice,Emerald,White Dye,1,0,0,12,Player sells
Shepherd,Apprentice,Emerald,White Dye,2,1,0,12,Player sells
Shepherd,Apprentice,Emerald,White Dye,3,2,1,13,Player sells
Shepherd,Apprentice,Emerald,White Dye,4,3,1,13,Player sells
Shepherd,Apprentice,Emerald,White Dye,5,4,2,14,Player sells
Shepherd,Apprentice,Emerald,White Dye,6,5,3,15,Player sells
Shepherd,Apprentice,Emerald,White Dye,7,6,3,15,Player sells
Shepherd,Apprentice,Emerald,White Dye,8,7,4,16,Player sells
Shepherd,Apprentice,Emerald,White Dye,9,8,4,16,Player sells
Shepherd,Apprentice,Emerald,White Dye,10,9,5,17,Player sells
Shepherd,Apprentice,Emerald,White Dye,11,10,6,18,Player sells
Shepherd,Apprentice,Emerald,White Dye,12,11,6,18,Player sells
Shepherd,Apprentice,Emerald,White Dye,13,12,7,19,Player sells
Shepherd,Apprentice,Emerald,White Dye,14,13,7,19,Player sells
Shepherd,Apprentice,Emerald,White Dye,15,14,8,20,Player sells
Shepherd,Apprentice,Emerald,White Dye,16,15,9,21,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,1,0,0,12,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,2,1,0,12,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,3,2,1,13,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,4,3,1,13,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,5,4,2,14,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,6,5,3,15,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,7,6,3,15,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,8,7,4,16,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,9,8,4,16,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,10,9,5,17,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,11,10,6,18,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,12,11,6,18,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,13,12,7,19,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,14,13,7,19,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,15,14,8,20,Player sells
Shepherd,Apprentice,Emerald,Gray Dye,16,15,9,21,Player sells
Shepherd,Apprentice,Emerald,Black Dye,1,0,0,12,Player sells
Shepherd,Apprentice,Emerald,Black Dye,2,1,0,12,Player sells
Shepherd,Apprentice,Emerald,Black Dye,3,2,1,13,Player sells
Shepherd,Apprentice,Emerald,Black Dye,4,3,1,13,Player sells
Shepherd,Apprentice,Emerald,Black Dye,5,4,2,14,Player sells
Shepherd,Apprentice,Emerald,Black Dye,6,5,3,15,Player sells
Shepherd,Apprentice,Emerald,Black Dye,7,6,3,15,Player sells
Shepherd,Apprentice,Emerald,Black Dye,8,7,4,16,Player sells
Shepherd,Apprentice,Emerald,Black Dye,9,8,4,16,Player sells
Shepherd,Apprentice,Emerald,Black Dye,10,9,5,17,Player sells
Shepherd,Apprentice,Emerald,Black Dye,11,10,6,18,Player sells
Shepherd,Apprentice,Emerald,Black Dye,12,11,6,18,Player sells
Shepherd,Apprentice,Emerald,Black Dye,13,12,7,19,Player sells
Shepherd,Apprentice,Emerald,Black Dye,14,13,7,19,Player sells
Shepherd,Apprentice,Emerald,Black Dye,15,14,8,20,Player sells
Shepherd,Apprentice,Emerald,Black Dye,16,15,9,21,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,1,0,0,12,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,2,1,0,12,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,3,2,1,13,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,4,3,1,13,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,5,4,2,14,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,6,5,3,15,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,7,6,3,15,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,8,7,4,16,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,9,8,4,16,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,10,9,5,17,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,11,10,6,18,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,12,11,6,18,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,13,12,7,19,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,14,13,7,19,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,15,14,8,20,Player sells
Shepherd,Apprentice,Emerald,Light Blue Dye,16,15,9,21,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,1,0,0,12,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,2,1,0,12,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,3,2,1,13,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,4,3,1,13,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,5,4,2,14,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,6,5,3,15,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,7,6,3,15,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,8,7,4,16,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,9,8,4,16,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,10,9,5,17,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,11,10,6,18,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,12,11,6,18,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,13,12,7,19,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,14,13,7,19,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,15,14,8,20,Player sells
Shepherd,Apprentice,Emerald,Lime Dye,16,15,9,21,Player sells
Shepherd,Apprentice,Wool,Emerald,1,0,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,2,1,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,3,2,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,4,3,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,5,4,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,6,5,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,7,6,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,8,7,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,9,8,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,10,9,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,11,10,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,12,11,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,13,12,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,14,13,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,15,14,0,1,Player buys
Shepherd,Apprentice,Wool,Emerald,16,15,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,1,0,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,2,1,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,3,2,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,4,3,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,5,4,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,6,5,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,7,6,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,8,7,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,9,8,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,10,9,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,11,10,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,12,11,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,13,12,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,14,13,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,15,14,0,1,Player buys
Shepherd,Apprentice,Carpet,Emerald,16,15,0,1,Player buys
Shepherd,Journeyman,Emerald,Yellow Dye,1,0,0,12,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,2,1,0,12,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,3,2,1,13,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,4,3,1,13,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,5,4,2,14,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,6,5,3,15,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,7,6,3,15,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,8,7,4,16,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,9,8,4,16,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,10,9,5,17,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,11,10,6,18,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,12,11,6,18,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,13,12,7,19,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,14,13,7,19,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,15,14,8,20,Player sells
Shepherd,Journeyman,Emerald,Yellow Dye,16,15,9,21,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,1,0,0,12,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,2,1,0,12,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,3,2,1,13,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,4,3,1,13,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,5,4,2,14,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,6,5,3,15,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,7,6,3,15,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,8,7,4,16,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,9,8,4,16,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,10,9,5,17,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,11,10,6,18,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,12,11,6,18,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,13,12,7,19,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,14,13,7,19,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,15,14,8,20,Player sells
Shepherd,Journeyman,Emerald,Light Gray Dye,16,15,9,21,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,1,0,0,12,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,2,1,0,12,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,3,2,1,13,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,4,3,1,13,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,5,4,2,14,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,6,5,3,15,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,7,6,3,15,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,8,7,4,16,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,9,8,4,16,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,10,9,5,17,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,11,10,6,18,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,12,11,6,18,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,13,12,7,19,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,14,13,7,19,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,15,14,8,20,Player sells
Shepherd,Journeyman,Emerald,Orange Dye,16,15,9,21,Player sells
Shepherd,Journeyman,Emerald,Red Dye,1,0,0,12,Player sells
Shepherd,Journeyman,Emerald,Red Dye,2,1,0,12,Player sells
Shepherd,Journeyman,Emerald,Red Dye,3,2,1,13,Player sells
Shepherd,Journeyman,Emerald,Red Dye,4,3,1,13,Player sells
Shepherd,Journeyman,Emerald,Red Dye,5,4,2,14,Player sells
Shepherd,Journeyman,Emerald,Red Dye,6,5,3,15,Player sells
Shepherd,Journeyman,Emerald,Red Dye,7,6,3,15,Player sells
Shepherd,Journeyman,Emerald,Red Dye,8,7,4,16,Player sells
Shepherd,Journeyman,Emerald,Red Dye,9,8,4,16,Player sells
Shepherd,Journeyman,Emerald,Red Dye,10,9,5,17,Player sells
Shepherd,Journeyman,Emerald,Red Dye,11,10,6,18,Player sells
Shepherd,Journeyman,Emerald,Red Dye,12,11,6,18,Player sells
Shepherd,Journeyman,Emerald,Red Dye,13,12,7,19,Player sells
Shepherd,Journeyman,Emerald,Red Dye,14,13,7,19,Player sells
Shepherd,Journeyman,Emerald,Red Dye,15,14,8,20,Player sells
